year,player_name,driving_distance
2017,Rory McIlroy,317.2
2017,Dustin Johnson,315.0
2017,Brandon Hagy,312.7
2017,Ryan Brehm,311.5
2017,Luke List,311.5
2017,Andrew Loupe,311.3
2017,Brooks Koepka,311.1
2017,Justin Thomas,309.7
2017,Trey Mullinax,309.6
2017,Tony Finau,309.2
2017,Kevin Tway,309.2
2017,Grayson Murray,308.2
2017,Gary Woodland,307.6
2017,J.B. Holmes,307.5
2017,Adam Scott,307.0
2017,Xander Schauffele,306.8
2017,Jason Kokrak,306.4
2017,Patrick Rodgers,306.3
2017,Jason Day,306.2
2017,Jon Rahm,305.8
2017,Bubba Watson,305.8
2017,Hudson Swafford,305.1
2017,Kevin Chappell,305.0
2017,Jamie Lovemark,304.9
2017,Smylie Kaufman,304.8
2017,Hideki Matsuyama,303.3
2017,Ryan Palmer,303.2
2017,Matt Jones,302.6
2017,Harold Varner III,302.4
2017,Harris English,301.9
2017,Sergio Garcia,301.9
2017,Tag Ridings,301.6
2017,Jhonattan Vegas,301.3
2017,Graham DeLaet,301.1
2017,Justin Rose,300.9
2017,Nick Watney,300.9
2017,Robert Garrigus,300.7
2017,Ollie Schniederjans,300.7
2017,Martin Flores,300.6
2017,Brendan Steele,300.4
2017,Byeong Hun An,300.3
2017,Rickie Fowler,300.3
2017,Billy Horschel,300.1
2017,Keegan Bradley,299.8
2017,Bryson DeChambeau,299.4
2017,Andres Gonzales,299.2
2017,Charl Schwartzel,299.1
2017,Patrick Cantlay,298.9
2017,Charley Hoffman,298.7
2017,Lucas Glover,298.6
2017,Marc Leishman,298.6
2017,S.Y. Noh,298.5
2017,Seamus Power,298.1
2017,Russell Henley,298.0
2017,Rick Lamb,298.0
2017,Matt Every,297.7
2017,Scott Stallings,297.6
2017,Paul Casey,297.5
2017,Sean O'Hair,297.5
2017,Cody Gribble,297.2
2017,Anirban Lahiri,297.0
2017,Daniel Berger,296.9
2017,Charles Howell III,296.9
2017,Martin Laird,296.9
2017,Stewart Cink,296.7
2017,Kyle Stanley,296.5
2017,Sung Kang,296.4
2017,Shane Lowry,296.4
2017,Louis Oosthuizen,296.3
2017,Brian Campbell,296.0
2017,Sebastián Muñoz,296.0
2017,Bud Cauley,295.9
2017,Scott Piercy,295.9
2017,Jimmy Walker,295.7
2017,Patrick Reed,295.6
2017,Jordan Spieth,295.6
2017,J.T. Poston,295.5
2017,Jason Dufner,294.6
2017,Hunter Mahan,294.5
2017,Dominic Bozzelli,294.4
2017,Mackenzie Hughes,294.3
2017,Robert Streb,294.3
2017,J.J. Henry,294.1
2017,Shawn Stefani,294.0
2017,Kevin Streelman,294.0
2017,James Hahn,293.9
2017,Morgan Hoffmann,293.9
2017,Sam Saunders,293.6
2017,Julián Etulain,293.5
2017,Phil Mickelson,293.5
2017,Emiliano Grillo,293.3
2017,Bill Haas,293.0
2017,Patton Kizzire,293.0
2017,Aaron Baddeley,292.6
2017,Cameron Smith,292.6
2017,Jim Herman,292.5
2017,Cameron Percy,292.5
2017,Francesco Molinari,292.4
2017,Gonzalo Fernandez-Castaño,292.1
2017,Branden Grace,292.0
2017,Kelly Kraft,291.9
2017,Retief Goosen,291.8
2017,Rafa Cabrera Bello,291.7
2017,Ben Martin,291.7
2017,Rory Sabbatini,291.6
2017,Nick Taylor,291.6
2017,J.J. Spaun,291.5
2017,Adam Hadwin,291.3
2017,Blayne Barber,291.2
2017,Richy Werenski,291.2
2017,Danny Lee,291.1
2017,Pat Perez,290.9
2017,David Lingmerth,290.6
2017,Troy Merritt,290.2
2017,Whee Kim,290.0
2017,Brian Harman,289.9
2017,Boo Weekley,289.9
2017,Si Woo Kim,289.8
2017,Michael Kim,289.6
2017,Kevin Kisner,289.5
2017,Scott Brown,289.0
2017,Jonas Blixt,288.8
2017,Ryo Ishikawa,288.8
2017,Brett Stegmaier,288.7
2017,Camilo Villegas,288.7
2017,Russell Knox,288.6
2017,Brad Fritsch,288.3
2017,Miguel Angel Carballo,288.1
2017,Johnson Wagner,288.1
2017,Ryan Moore,288.0
2017,Rod Pampling,287.8
2017,Jonathan Randolph,287.7
2017,Steven Bowditch,287.3
2017,C.T. Pan,287.2
2017,Tyrone Van Aswegen,287.2
2017,John Huh,287.1
2017,Nicholas Lindheim,287.1
2017,Daniel Summerhays,287.1
2017,Chris Kirk,287.0
2017,Zach Johnson,286.9
2017,Chris Stroud,286.8
2017,Derek Fathauer,286.5
2017,Geoff Ogilvy,286.5
2017,Webb Simpson,286.5
2017,Brett Drewitt,286.4
2017,Kyle Reifers,286.1
2017,Chad Campbell,285.6
2017,Matt Kuchar,285.4
2017,William McGirt,285.2
2017,Chez Reavie,285.2
2017,Fabián Gómez,285.1
2017,Tom Hoge,285.1
2017,Ricky Barnes,284.9
2017,Michael Thompson,284.8
2017,Ernie Els,284.7
2017,Ryan Blaum,284.1
2017,Mark Anderson,283.8
2017,Kevin Na,283.7
2017,Ian Poulter,283.5
2017,Mark Hubbard,282.7
2017,Vaughn Taylor,282.4
2017,Peter Malnati,282.3
2017,K.J. Choi,282.2
2017,Alex Cejka,282.1
2017,Brandt Snedeker,281.6
2017,Chad Collins,281.4
2017,David Hearn,281.0
2017,Cameron Tringale,280.9
2017,Roberto Castro,280.5
2017,Steve Wheatcroft,280.5
2017,Carl Pettersson,280.2
2017,Wesley Bryan,279.8
2017,Graeme McDowell,279.5
2017,Tim Wilkinson,279.5
2017,Spencer Levin,279.0
2017,Ryan Armour,278.8
2017,Brian Gay,278.7
2017,Ben Crane,278.5
2017,Luke Donald,278.5
2017,D.A. Points,278.1
2017,Greg Chalmers,278.0
2017,Bryce Molder,277.0
2017,Steven Alker,276.9
2017,Billy Hurley III,276.9
2017,Jason Bohn,275.9
2017,Ken Duke,274.2
2017,Søren Kjeldsen,273.6
2017,Zac Blair,272.7
2017,Brian Stuard,272.6
2017,Jim Furyk,271.4
