year,player_name,greens_in_regulation
2009,John Senden,70.89
2009,Jonathan Byrd,70.59
2009,Joe Durant,70.58
2009,Robert Garrigus,70.53
2009,Jay Williamson,70.49
2009,Greg Owen,70.41
2009,D.J. Trahan,70.37
2009,Jason Bohn,69.63
2009,Chad Campbell,69.19
2009,Briny Baird,68.95
2009,Tom Lehman,68.95
2009,Chris Stroud,68.72
2009,Scott Sterling,68.6
2009,Charles Warren,68.52
2009,Patrick Sheehan,68.48
2009,Tiger Woods,68.46
2009,Rich Beem,68.44
2009,Troy Matteson,68.38
2009,Hunter Mahan,68.36
2009,David Toms,68.32
2009,Steve Marino,68.26
2009,Jeff Maggert,68.21
2009,Ricky Barnes,68.17
2009,Robert Allenby,68.1
2009,J.J. Henry,68.1
2009,Will MacKenzie,67.87
2009,Sean O'Hair,67.84
2009,Zach Johnson,67.81
2009,Kirk Triplett,67.78
2009,Stephen Ames,67.7
2009,Casey Wittenberg,67.64
2009,Heath Slocum,67.58
2009,Steve Elkington,67.46
2009,Bill Haas,67.37
2009,Spencer Levin,67.37
2009,Kenny Perry,67.34
2009,Michael Allen,67.23
2009,Matt Jones,67.22
2009,Marc Leishman,67.18
2009,Bryce Molder,67.12
2009,Charles Howell III,67.09
2009,Fred Couples,67.08
2009,Nicholas Thompson,67.08
2009,Tommy Armour III,67.05
2009,Justin Leonard,67.03
2009,Bill Lunde,67.01
2009,Scott Verplank,67.0
2009,Tim Clark,66.95
2009,Jason Dufner,66.93
2009,Davis Love III,66.92
2009,Kevin Stadler,66.86
2009,Boo Weekley,66.81
2009,Charley Hoffman,66.78
2009,Nick O'Hern,66.73
2009,Kevin Sutherland,66.73
2009,Bo Van Pelt,66.73
2009,Brendon de Jonge,66.67
2009,Steve Flesch,66.67
2009,Steve Stricker,66.67
2009,Camilo Villegas,66.67
2009,Kevin Streelman,66.61
2009,Glen Day,66.59
2009,Alex Cejka,66.52
2009,Mark Wilson,66.49
2009,Tag Ridings,66.41
2009,Jeff Klauk,66.37
2009,Martin Laird,66.35
2009,Billy Mayfair,66.33
2009,Rick Price,66.32
2009,Kris Blanks,66.26
2009,D.A. Points,66.25
2009,Ted Purdy,66.25
2009,Colt Knost,66.23
2009,Scott Piercy,66.19
2009,Vijay Singh,66.18
2009,Y.E. Yang,66.17
2009,Ryan Moore,66.14
2009,Nick Watney,66.09
2009,Ernie Els,66.08
2009,Dustin Johnson,66.07
2009,K.J. Choi,66.06
2009,Brett Quigley,66.01
2009,Chez Reavie,65.95
2009,Justin Rose,65.95
2009,Rod Pampling,65.88
2009,Aron Price,65.71
2009,Harrison Frazar,65.67
2009,Lucas Glover,65.65
2009,Johnson Wagner,65.64
2009,Rocco Mediate,65.63
2009,Darron Stiles,65.63
2009,Matt Weibring,65.63
2009,Mathew Goggin,65.62
2009,Jason Gore,65.62
2009,Sergio Garcia,65.61
2009,Kent Jones,65.56
2009,Rory Sabbatini,65.56
2009,Cameron Beckman,65.53
2009,Jim Furyk,65.53
2009,Mark Calcavecchia,65.51
2009,Greg Chalmers,65.51
2009,Tim Petrovic,65.44
2009,Richard Johnson,65.41
2009,Scott McCarron,65.38
2009,Ryan Palmer,65.38
2009,Woody Austin,65.34
2009,Gary Woodland,65.13
2009,Jarrod Lyle,65.11
2009,Dean Wilson,65.01
2009,Vaughn Taylor,64.95
2009,John Merrick,64.93
2009,Andres Romero,64.91
2009,Ben Crane,64.87
2009,Peter Lonard,64.84
2009,John Mallinger,64.79
2009,Chris Riley,64.79
2009,Jason Day,64.78
2009,Tom Pernice Jr.,64.77
2009,Brian Bateman,64.75
2009,Charlie Wi,64.73
2009,Brian Davis,64.65
2009,Bob Heintz,64.65
2009,Peter Tomasulo,64.65
2009,Jerry Kelly,64.63
2009,Chris DiMarco,64.58
2009,Michael Letzig,64.43
2009,Phil Mickelson,64.29
2009,Geoff Ogilvy,64.27
2009,Ben Curtis,64.25
2009,Bob Estes,64.25
2009,Kevin Na,64.24
2009,Matt Kuchar,64.23
2009,Bubba Watson,64.23
2009,John Rollins,64.2
2009,Steve Lowery,64.12
2009,Lee Janzen,64.05
2009,Mark Brooks,63.95
2009,Tim Herron,63.92
2009,Brandt Snedeker,63.92
2009,Brian Vranesh,63.83
2009,Cliff Kresge,63.81
2009,George McNeill,63.68
2009,Todd Hamilton,63.65
2009,Stewart Cink,63.47
2009,Paul Goydos,63.42
2009,Jeff Quinney,63.39
2009,James Nitties,63.35
2009,Freddie Jacobson,63.31
2009,Jimmy Walker,63.24
2009,Stuart Appleby,63.18
2009,Pat Perez,63.12
2009,Daniel Chopra,63.11
2009,Ken Duke,63.09
2009,David Mathis,63.08
2009,Matt Bettencourt,63.04
2009,Mike Weir,63.03
2009,Luke Donald,63.01
2009,Brad Adamonis,62.99
2009,Corey Pavin,62.99
2009,Marc Turnesa,62.99
2009,Nathan Green,62.89
2009,Adam Scott,62.82
2009,Bart Bryant,62.76
2009,Anthony Kim,62.69
2009,Greg Kraft,62.65
2009,Webb Simpson,62.59
2009,Carl Pettersson,62.53
2009,Brian Gay,62.44
2009,Ángel Cabrera,62.35
2009,Retief Goosen,62.33
2009,Joe Ogilvie,62.32
2009,Ryuji Imada,61.44
2009,Brendon Todd,61.44
2009,Jeff Overton,61.43
2009,Padraig Harrington,61.2
2009,J.B. Holmes,61.19
2009,Leif Olson,61.11
2009,Ian Poulter,61.01
2009,David Duval,60.91
2009,Derek Fathauer,60.33
2009,Aaron Baddeley,59.57
2009,Parker McLachlin,58.37
2009,Eric Axley,57.3
2009,Brad Faxon,52.35
